Date,Open,High,Low,Close,Adj Close,Volume
"Dec 6, 2016",203.17,203.63,202.64,203.62,174.43,2413300
"Dec 5, 2016",202.64,203.3,202.42,202.91,173.82,2070500
"Dec 2, 2016",201.7,202.23,201.35,201.75,172.83,2118900
"Dec 1, 2016",202.68,202.71,201.24,201.61,172.71,3284100
"Nov 30, 2016",203.53,203.69,202.31,202.4,173.39,2360100
"Nov 29, 2016",202.51,203.35,202.17,202.86,173.78,1689600
"Nov 28, 2016",203.07,203.37,202.35,202.54,173.51,2193000
"Nov 25, 2016",203.08,203.5,202.96,203.5,174.33,1843100
"Nov 23, 2016",202.14,202.71,201.77,202.69,173.63,1466300
"Nov 22, 2016",202.58,202.73,201.77,202.51,173.48,2773400
"Nov 21, 2016",201.25,202.18,201.11,202.14,173.16,2641300
"Nov 18, 2016",201.16,201.32,200.44,200.66,171.89,1668300
"Nov 17, 2016",200.21,201.13,200.12,201.02,172.2,1178200
"Nov 16, 2016",199.78,200.29,199.65,200.07,171.39,1195000
"Nov 15, 2016",199.29,200.42,199.07,200.41,171.68,2532400
"Nov 14, 2016",199.3,199.49,198.06,198.8,170.3,2651000
"Nov 11, 2016",198.42,198.96,197.7,198.77,170.28,1954200
"Nov 10, 2016",199.53,200.44,197.61,199.14,170.59,5126400
"Nov 9, 2016",194.94,199.34,194.92,198.68,170.2,6119100
"Nov 8, 2016",195.31,197.18,195.02,196.58,168.4,3055900
"Nov 7, 2016",194.17,195.74,194.01,195.68,167.63,2699100
"Nov 4, 2016",191.8,192.71,191.32,191.48,164.03,2221300
"Nov 3, 2016",192.79,193,191.39,191.74,164.25,1512200
"Nov 2, 2016",193.42,193.81,192.1,192.49,164.9,3395900
"Nov 1, 2016",195.52,195.54,192.45,193.77,165.99,2456600
